Date	Open	High	Low	Close	Adj	Close
2024-11-01	77.76	82.5	77.53	82.5	82.5
2024-10-01	77.02	79.56	76.85	77.31	77.31
2024-09-01	73.34	77.77	71.46	77.63	77.63
2024-08-01	72.48	75.45	68.72	75.37	75.37
2024-07-01	73.94	76.39	71.86	73.72	73.72
2024-06-01	70.81	74.1	70.8	73.77	73.77
2024-05-01	67.85	71.94	67.85	70.74	70.74
2024-04-01	71.09	71.12	67	67.98	67.98
2024-03-01	69.87	71.35	68.75	71.08	71.08
2024-02-01	65.03	68.94	65.03	68.94	68.94
2024-01-01	62.33	65.56	61.53	64.26	64.26
2023-12-01	64.34	66.8	62.06	63.16	58.74
2023-11-01	58.25	63.83	58.25	63.83	59.37
2023-10-01	59.4	60.74	56.6	57.56	53.54
2023-09-01	62.35	62.39	58.75	59.41	55.26
2023-08-01	63.17	63.17	59.84	62.3	57.94
2023-07-01	61.02	63.41	60.16	63.41	58.98
2023-06-01	57.52	60.89	57.52	60.89	56.63
2023-05-01	55.37	57.19	54.3	56.9	52.92
2023-04-01	55.14	55.42	53.86	55.42	51.54
2023-03-01	53.19	55.02	51.51	55.02	51.17
2023-02-01	55.17	56.26	52.88	53.27	49.55
2023-01-01	49.25	54.4	49.25	54.34	50.54
2022-12-01	55.13	55.15	48.59	49.49	44.27
2022-11-01	52.48	55.05	50.45	55.05	49.25
2022-10-01	51.31	53.21	49.3	52.66	47.11
2022-09-01	54.96	57.62	50.37	50.37	45.06
2022-08-01	56.91	60.14	55.1	55.1	49.29
2022-07-01	52.22	57.04	51.66	57.04	51.03
2022-06-01	56.63	58.06	50.26	51.77	46.31
2022-05-01	59.13	60.99	53.52	57.16	51.14
2022-04-01	66.73	67.84	58.38	58.38	52.23
2022-03-01	63.31	68.08	59.05	66.35	59.36
2022-02-01	67.65	67.97	61.33	64.44	57.65
2022-01-01	75	75	63.09	66.88	59.83
2021-12-01	78.24	81.15	70.78	74.3	61.29
2021-11-01	82.84	84.05	79.93	79.93	65.93
2021-10-01	76.47	82.25	75.07	82.25	67.84
2021-09-01	78.74	79.21	75.68	75.68	62.42
2021-08-01	75.76	78.47	75.15	78.42	64.68
2021-07-01	75.15	76.27	73.13	75.7	62.44
2021-06-01	72.46	75.17	71.67	74.96	61.83
2021-05-01	72.63	72.63	68.94	72.5	59.8
2021-04-01	70.27	73.55	70.27	72.99	60.2
2021-03-01	70.35	70.35	66.2	69.21	57.09
2021-02-01	69.03	72.27	68.55	68.61	56.59
2021-01-01	66.75	70.65	66.75	67.54	55.71
2020-12-01	67.29	69.76	66.65	67.54	53.39
2020-11-01	59.71	66.86	59.71	66.49	52.56
2020-10-01	61.58	64.05	59.21	59.21	46.8
2020-09-01	63.72	64.28	58.28	60.73	48.01
2020-08-01	58.62	63.18	58.13	63.18	49.94
2020-07-01	55.48	58.7	55.48	58.09	45.92
2020-06-01	53.24	55.34	52.31	54.7	43.24
2020-05-01	48.35	52.78	48.35	52.78	41.72
2020-04-01	41.61	49.66	41.61	49.61	39.22
2020-03-01	50.62	51.26	38.56	43.41	34.31
2020-02-01	52.3	55.38	48.88	48.89	38.65
2020-01-01	51.67	53.13	51.41	51.59	40.78
2019-12-01	52.61	54.56	50.98	51.13	37.71
2019-11-01	51.28	53.36	51.28	53.15	39.2
2019-10-01	48.72	51.05	48.01	50.84	37.5
2019-09-01	48.91	50.56	48.91	49.25	36.32
2019-08-01	50.14	50.14	48.15	49.39	36.43
2019-07-01	50.77	51.61	50.59	50.59	37.31
2019-06-01	46.67	50.51	46.67	50.34	37.13
2019-05-01	50.11	50.51	47.27	47.27	34.86
2019-04-01	49.24	50.71	49.24	50.53	37.27
2019-03-01	48.09	49.22	46.86	48.65	35.88
2019-02-01	46.72	48.03	46.52	47.74	35.21
2019-01-01	42.81	46.77	41.76	46.77	34.49
2018-12-01	52.91	52.91	40.05	42.76	28.11
2018-11-01	52.11	53.57	49.57	52.19	34.31
2018-10-01	56.81	56.81	49.59	51.26	33.69
2018-09-01	56.04	56.8	55.13	56.69	37.26
2018-08-01	54.93	56.61	54.5	56.31	37.01
2018-07-01	54.08	56.28	53.78	55.03	36.17
2018-06-01	53.76	55.18	53.47	54.01	35.5
2018-05-01	51.95	53.57	51.51	53.22	34.98
2018-04-01	49.83	52.85	49.83	51.74	34.01
2018-03-01	51.54	53.94	50.22	51	33.52
2018-02-01	53.43	53.43	49.26	52.12	34.26
2018-01-01	50.16	54.24	50.16	53.58	35.22
2017-12-01	52.23	53.04	49.47	49.54	30.42
2017-11-01	51.54	52.41	51.1	52.41	32.18
2017-10-01	49.68	51.43	49.68	51.43	31.58
2017-09-01	48.89	49.6	48.57	49.6	30.46
2017-08-01	48.88	48.88	47.66	48.81	29.97
2017-07-01	47.12	49.29	47.12	48.8	29.97
2017-06-01	47.63	47.97	47.17	47.23	29
2017-05-01	46.56	47.47	46.17	47.37	29.09
2017-04-01	45.37	46.35	44.94	46.34	28.46
2017-03-01	45.59	45.62	44.84	45.45	27.91
2017-02-01	44.04	45.2	44.04	44.99	27.63
2017-01-01	42.41	44.37	42.41	43.95	26.99
2016-12-01	44.27	45.68	42.04	42.04	24.24
2016-11-01	43.08	44.66	42.42	44.53	25.67
2016-10-01	44.03	44.25	43.16	43.27	24.95
2016-09-01	43.53	44.08	42.81	44.08	25.41
2016-08-01	43.2	44.01	42.91	43.47	25.06
2016-07-01	41.6	43.21	41.23	43.21	24.91
2016-06-01	41.84	42.45	39.51	41.4	23.87
2016-05-01	41.27	41.77	40.26	41.77	24.08
2016-04-01	40.48	41.39	39.99	40.91	23.58
2016-03-01	38.73	40.28	38.58	40.24	23.2
2016-02-01	38.24	38.24	35.47	37.79	21.79
2016-01-01	40.51	40.51	36.97	38.19	22.02
2015-12-01	46.16	46.16	41.12	41.29	21.84
2015-11-01	45.69	45.9	44.28	45.66	24.15
2015-10-01	41.87	45.35	41.87	45.18	23.9
2015-09-01	42.14	44.03	40.82	41.73	22.08
2015-08-01	45.69	45.88	41.1	43.31	22.91
2015-07-01	44.92	46.07	43.94	45.78	24.22
2015-06-01	45.54	46.17	44.52	44.73	23.66
2015-05-01	45.28	45.81	44.67	45.47	24.05
2015-04-01	43.93	45.81	43.93	44.83	23.72
2015-03-01	44.86	45.14	43.5	44.12	23.34
2015-02-01	42.59	44.69	42.59	44.5	23.54
2015-01-01	42.65	43.06	41.34	42.17	22.31
2014-12-01	47	47.48	41.74	42.68	20.46
2014-11-01	46.54	47.63	46.27	47.41	22.73
2014-10-01	45.05	46.64	42.76	46.64	22.36
2014-09-01	46.8	46.8	45.67	45.75	21.93
2014-08-01	44.61	46.7	44.29	46.7	22.39
2014-07-01	45.98	46.29	44.78	44.78	21.47
2014-06-01	44.51	45.55	44.51	45.55	21.84
2014-05-01	43.13	44.48	42.77	44.45	21.31
2014-04-01	43.92	44.01	41.74	42.94	20.59
2014-03-01	43.94	44.66	42.94	43.4	20.81
2014-02-01	41.15	44.38	41.15	44.35	21.26
2014-01-01	42.67	43.6	41.85	42.12	20.19
2013-12-01	44.58	44.63	41.96	43	19.27
2013-11-01	43.63	44.69	42.79	44.69	20.03
2013-10-01	42.4	43.98	41.09	43.61	19.54
2013-09-01	40.32	42.55	40.32	42.01	18.82
2013-08-01	41.24	41.34	39.79	39.93	17.89
2013-07-01	38.71	40.85	38.67	40.6	18.19
2013-06-01	39.06	39.34	37.45	38.46	17.23
2013-05-01	37.63	39.88	37.63	39.01	17.48
2013-04-01	37.09	37.93	36.52	37.93	17
2013-03-01	36.21	37.29	36.21	37.29	16.71
2013-02-01	36.28	36.51	35.49	36.09	16.17
2013-01-01	35.16	36.21	35.09	35.89	16.08
2012-12-01	34	34.96	33.8	34.35	15.27
2012-11-01	33.81	34.14	32.49	34.14	15.17
2012-10-01	33.97	34.41	33.3	33.44	14.86
2012-09-01	32.76	34.49	32.71	33.86	15.05
2012-08-01	31.75	32.99	31.58	32.8	14.58
2012-07-01	31.64	32.07	30.81	31.81	14.14
2012-06-01	29.81	31.54	29.81	31.54	14.02
2012-05-01	33	33	30.09	30.59	13.6
2012-04-01	33.18	33.18	31.75	32.86	14.61
2012-03-01	32.39	33.13	31.42	32.92	14.63
2012-02-01	31.04	32.34	31.04	32.15	14.29
2012-01-01	29.31	30.85	29.31	30.79	13.69
2011-12-01	29.32	29.5	27.89	28.73	12.67
2011-11-01	28.75	30.01	27.25	29.3	12.92
2011-10-01	25.9	30.21	25.9	29.46	12.99
2011-09-01	28.94	29.14	26.67	26.67	11.76
2011-08-01	31.21	31.21	26.91	29.23	12.89
2011-07-01	32.25	32.59	31.38	31.38	13.84
2011-06-01	31.67	31.83	30.33	31.83	14.04
2011-05-01	32.9	32.9	31.53	32.37	14.27
2011-04-01	32.23	32.93	31.44	32.93	14.52
2011-03-01	31.53	32.15	30.28	32.05	14.13
2011-02-01	31.45	32.33	31.41	32	14.11
2011-01-01	30.74	31.25	30.62	30.96	13.65
2010-12-01	29.47	30.46	29.47	30.44	13.32
2010-11-01	29.05	30.01	28.83	28.86	12.62
2010-10-01	27.97	29	27.75	29	12.69
2010-09-01	26.19	27.92	26.19	27.83	12.17
2010-08-01	27.24	27.3	25.46	25.53	11.17
2010-07-01	25.08	27.03	25	26.7	11.68
2010-06-01	25.91	27.08	25.14	25.14	11
2010-05-01	28.93	28.93	25.79	26.33	11.52
2010-04-01	28.71	29.43	28.58	28.66	12.54
2010-03-01	27.2	28.5	27.2	28.47	12.45
2010-02-01	26.52	27.08	25.73	26.9	11.77
2010-01-01	27.79	28.1	26.12	26.12	11.43
2009-12-01	27.25	27.57	26.78	27.33	11.86
2009-11-01	25.55	27.31	25.55	26.82	11.64
2009-10-01	25.36	27.05	25.25	25.41	11.03
2009-09-01	24.49	26.34	24.49	26.02	11.29
2009-08-01	24.83	25.18	24.16	24.93	10.82
2009-07-01	23.06	24.43	21.99	24.43	10.6
2009-06-01	23.54	23.66	22.26	22.95	9.96
2009-05-01	21.68	22.99	21.68	22.99	9.98
2009-04-01	19.98	21.57	19.98	21.57	9.36
2009-03-01	17.35	20.43	17.01	19.66	8.53
2009-02-01	19.34	20.47	18.11	18.11	7.86
2009-01-01	21.12	21.45	18.76	19.36	8.4
2008-12-01	18.84	20.98	18.84	20.48	8.79
2008-11-01	22.14	23.06	17.41	20.39	8.75
2008-10-01	26.74	26.74	19.48	22.23	9.54
2008-09-01	30.22	30.22	25.94	26.95	11.56
2008-08-01	30.43	30.97	30.07	30.61	13.13
2008-07-01	31.7	31.7	29.99	30.63	13.14
2008-06-01	33.76	34.14	31.67	31.72	13.61
2008-05-01	33.28	34.35	33.28	33.93	14.56
2008-04-01	32.15	33.23	31.79	32.93	14.13
2008-03-01	31.73	31.84	30.33	31.33	13.44
2008-02-01	32.49	32.6	31.13	31.76	13.63
2008-01-01	33.74	33.8	30.66	32.05	13.75
2007-12-01	36.44	37.39	33.39	34.01	13.6
2007-11-01	37.56	38.12	35.29	36.62	14.65
2007-10-01	37.9	38.38	37.11	38.38	15.35
2007-09-01	36.19	37.49	35.49	37.49	14.99
2007-08-01	35.42	36.15	33.98	35.77	14.31
2007-07-01	36.27	37.3	35.24	35.34	14.13
2007-06-01	36.19	36.38	35.28	35.9	14.36
2007-05-01	34.68	35.95	34.68	35.95	14.38
2007-04-01	33.39	35.05	33.39	34.62	13.85
2007-03-01	32.77	33.61	32.04	33.33	13.33
2007-02-01	33.54	33.87	32.76	32.88	13.15
2007-01-01	32.81	33.37	32.68	33.36	13.34
2006-12-01	34.15	34.62	32.72	32.87	12.62
2006-11-01	33.12	34.31	33.12	34.27	13.16
2006-10-01	32.06	33.6	31.98	33.37	12.82
2006-09-01	32.09	32.26	31.43	32.16	12.35
2006-08-01	31.19	31.93	31.02	31.93	12.26
2006-07-01	31.92	31.92	30.45	31.35	12.04
2006-06-01	31.89	32.03	29.95	31.7	12.18
2006-05-01	32.78	33.4	31.17	31.57	12.13
2006-04-01	32.31	33.05	32.25	32.78	12.59
2006-03-01	31.93	32.35	31.19	32.21	12.37
2006-02-01	32.32	32.32	31.31	31.59	12.13
2006-01-01	31.42	32.46	31.42	32.42	12.45
2005-12-01	31.07	31.6	30.82	30.86	11.7
2005-11-01	29.3	30.97	29.3	30.61	11.6
2005-10-01	29.79	29.79	28.44	29.25	11.09
2005-09-01	29.56	29.96	29.38	29.77	11.28
2005-08-01	29.34	29.71	29.03	29.51	11.18
2005-07-01	27.89	29.37	27.89	29.22	11.07
2005-06-01	27.62	28.27	27.58	27.84	10.55
2005-05-01	26.34	27.51	26.29	27.41	10.39
2005-04-01	26.81	27.13	25.97	26.2	9.93
2005-03-01	27.36	27.76	26.53	26.88	10.19
2005-02-01	26.83	27.53	26.79	27.27	10.34
2005-01-01	27.09	27.09	26.26	26.71	10.12
2004-12-01	26.92	27.39	26.6	27.38	10.34
2004-11-01	25.55	26.81	25.55	26.64	10.06
2004-10-01	25.46	25.66	24.82	25.56	9.65
2004-09-01	24.51	25.28	24.51	25.06	9.47
2004-08-01	24.68	24.68	23.56	24.43	9.23
2004-07-01	25.41	25.41	24.15	24.62	9.3
2004-06-01	25.36	25.69	25.11	25.66	9.69
2004-05-01	25.21	25.36	24.32	25.33	9.57
2004-04-01	25.57	26.03	25.01	25.01	9.45
2004-03-01	25.96	26	24.52	25.39	9.59
2004-02-01	25.19	25.83	24.97	25.66	9.69
2004-01-01	24.57	25.84	24.57	25.19	9.52
2003-12-01	23.82	24.54	23.36	24.54	9.27
2003-11-01	23.46	23.61	22.96	23.61	8.92
2003-10-01	22.24	23.29	22.24	23.25	8.78
2003-09-01	22.66	22.94	21.88	21.88	8.26
2003-08-01	21.45	22.49	21.01	22.49	8.49
2003-07-01	21.22	21.98	21.22	21.57	8.15
2003-06-01	20.91	21.74	20.91	21.11	7.97
2003-05-01	19.52	20.84	19.52	20.84	7.87
2003-04-01	18.15	19.55	18.15	19.49	7.36
2003-03-01	17.84	18.87	17.15	18.01	6.8
2003-02-01	18.11	18.11	17.27	17.96	6.78
2003-01-01	18.99	19.57	17.97	18.1	6.84
2002-12-01	20.07	20.07	18.39	18.47	6.97
2002-11-01	19.01	20.01	18.57	20.01	7.55
2002-10-01	17.74	18.87	16.37	18.67	7.04
2002-09-01	17.96	18.83	17.2	17.29	6.52
2002-08-01	17.91	19.59	17.01	18.57	7.01
2002-07-01	19.53	19.89	17.08	18.38	6.93
2002-06-01	21.37	21.45	19.66	20.02	7.55
2002-05-01	22.28	22.58	21.42	21.87	8.25
2002-04-01	23.46	23.46	21.91	22.11	8.34
2002-03-01	22.95	23.9	22.95	23.41	8.83
2002-02-01	22.93	22.93	21.99	22.39	8.45
2002-01-01	23.76	24.13	22.71	23.06	8.7
2001-12-01	23.25	24.38	23.25	23.71	8.93
2001-11-01	21.87	23.67	21.87	23.43	8.82
2001-10-01	20.08	22.23	20.08	21.39	8.05
2001-09-01	23.02	23.02	19.19	20.23	7.62
2001-08-01	25.09	25.27	23.07	23.2	8.74
2001-07-01	25.57	25.57	23.7	24.79	9.33
2001-06-01	25.79	26.61	24.54	25.48	9.59
